categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;22:39:42;15;VILLA CRESPO;THAMES;741;-34.593754550442;-58.4403610639072;GCS Web;Femenino;Cerrado;23/04/2021;10:48:45
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;12:52:23;6;CABALLITO;SAN MARTIN AV.;1732;-34.6059310722507;-58.4532813597848;Operador GCBA;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;12:06:56;10;VILLA LURO;DUPUY;100;-34.6379798057178;-58.5089747012516;App BA 147;Masculino;Cerrado;30/03/2021;12:39:05
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;12:32:29;6;CABALLITO;SAN MARTIN AV.;1732;-34.6059310722507;-58.4532813597848;Operador GCBA;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;13:18:07;6;CABALLITO;FRANKLIN;625;-34.607688259735;-58.4405891216323;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:45:33;14;PALERMO;SCALABRINI ORTIZ, RAUL AV.;1147;-34.5940250239712;-58.4294726491735;Operador GCBA;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;20:08:42;5;ALMAGRO;SALGUERO, JERONIMO;799;-34.6009893273698;-58.4191508367913;GCS Web;Femenino;Cerrado;31/03/2021;11:38:44
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;11:37:03;2;RECOLETA;BILLINGHURST;1380;-34.5940002090941;-58.4130525258038;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;09:25:01;13;COLEGIALES;ELCANO AV.;2956;-34.5703430613439;-58.4579179695263;GCS Web;Masculino;Cerrado;30/03/2021;09:51:57
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;16:29:21;3;SAN CRISTOBAL;COMBATE DE LOS POZOS;1477;-34.6259350538781;-58.392474024213;GCS Web;Femenino;Cerrado;31/03/2021;10:55:52
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;22:37:33;5;ALMAGRO;BOCAYUVA, QUINTINO;550;-34.6184288430141;-58.4224647248646;App BA 147;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;30/03/2021;22:09:27;9;PARQUE AVELLANEDA;MONTE;4230;-34.6498212673588;-58.4751504565362;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;01:35:12;15;VILLA CRESPO;CORRIENTES AV.;5974;-34.5936653540432;-58.4456188467048;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;19:00:42;5;BOEDO;LAS CASAS;4199;-34.6361644189785;-58.4244144418617;App BA 147;Femenino;Cerrado;05/04/2021;11:11:06
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;10:19:54;11;VILLA DEVOTO;SANABRIA;3144;-34.6079431738275;-58.5092276022826;GCS Web;Femenino;Cerrado;05/04/2021;09:38:10
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;12:24:32;7;FLORES;RIVADAVIA AV.;7236;-34.6302339202228;-58.4673244744179;GCS Web;Masculino;Cerrado;06/04/2021;09:49:09
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;07:58:58;14;PALERMO;CIUDAD DE LA PAZ;306;-34.5744013692976;-58.4415870447227;App BA 147;Femenino;Cerrado;31/03/2021;10:21:14
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;17:55:58;15;AGRONOMIA;CUENCA;3838;-34.5949372299864;-58.5005604872628;GCS Web;Masculino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;20:58:51;7;FLORES;LAUTARO;64;-34.6279840225566;-58.4573466734473;GCS Web;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;23:27:14;1;MONSERRAT;PERU;544;-34.6143597982973;-58.3745648212754;App BA 147;Femenino;Abierto;;
RECICLADO Y PROTECCIÓN AMBIENTAL;RUIDOS MOLESTOS, EMANACIONES O DERRAMES;RUIDOS MOLESTOS Y VIBRACIONES;DENUNCIA;31/03/2021;12:16:12;4;PARQUE PATRICIOS;CASEROS AV.;3159;-34.637476617167;-58.4081395916469;GCS Web;Masculino;Cerrado;01/04/2021;15:04:36
